Opetusjakson koodi;Kurssin koodi ja nimi;Opetusryhmä;Viikonpäivä;Alkukellonaika;Loppukellonaika;ei käytössä;Salin koodi;Arvioitu osallistujamäärä;Salikoko;Opettajan T-numero;Lista viikoista joina opetusta järjestetään;Lista kurssin opinto-ohjelmista;Lisätietoja;Orderi;Vastuuyksikön koodi;Ilm.alkamispäivä;Ilm.loppumispäivä;Max.ilmoittautumismäärä;Lukujärjestysvastaavan T-numero;Vastuuopettajien T-numerot pilkkueroteltuna;Luennoitsijoiden T-numerot (Oodi=4) pilkkueroteltuna;Harjoitusten pitäjien T-numerot pilkkueroteltuna;Virkailijoiden T-numerot pilkkueroteltuna;Suoritusmerkinnän antajien T-numerot pilkkueroteltuna;Opetusmuoto;Henkilöiden nimet;Opetuskieli;CUR id;Arviointikohteen tyyppi;Toteutuksen tyyppi;Toteutuksen nimen lisätieto (FI);Toteutuksen nimen lisätieto (EN);Toteutuksen nimen lisätieto (SV);
5;MS-A0003 Matriisilaskenta (ELEC1, ENG1);H14;Wed;16:15;18:00;;R001/M240;0;;;44-48;ELEC1-AR-y1~ELEC1~1~1~Automaatio ja robotiikka|ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192100-3109513;;;;;;
5;MS-A0003 Matriisilaskenta (ELEC1, ENG1);H15;Tue;14:15;16:00;;R001/A046;0;;;43;ELEC1-AR-y1~ELEC1~1~1~Automaatio ja robotiikka|ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192100-3109513;;;;;;
5;MS-A0003 Matriisilaskenta (ELEC1, ENG1);H15;Thu;14:15;16:00;;R003/F239a;0;;;43-48;ELEC1-AR-y1~ELEC1~1~1~Automaatio ja robotiikka|ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192100-3109513;;;;;;
5;MS-A0003 Matriisilaskenta (ELEC1, ENG1);H15;Tue;14:15;16:00;;R003/F239a;0;;;44-48;ELEC1-AR-y1~ELEC1~1~1~Automaatio ja robotiikka|ELEC1-BIO-y1~ELEC1~1~2~Bioinformaatioteknologia|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-RAK-1~ENG1~1~3~Rakennustekniikka;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192100-3109513;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;MS-A0003 Matriisilaskenta (ELEC1, ENG1);ET04;Wed;16:30;19:30;;R001/Y122,R001/Y202a,R001/Y205;10;;;23;;;;T30200;;;0;;T149657;;;;;5;T149657=Turunen, Ville;suomi;aalto-CUR-192099-3109512;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;MS-A0003 Matriisilaskenta (ELEC1, ENG1);T03;Wed;16:30;19:30;;R001/Y122,R001/Y202a,R001/Y205;24;;;23;;;;T30200;;;0;;T149657;;;;;5;T149657=Turunen, Ville;suomi;aalto-CUR-192104-3109517;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);L01;Tue;08:15;10:00;;R001/Y203a;442;;T114213;36,39-41;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;0;;T114213;;;;;1;T114213=Hakula, Harri;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);L01;Thu;10:15;12:00;;R001/Y203a;442;;T114213;36-41;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;0;;T114213;;;;;1;T114213=Hakula, Harri;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);L01;Tue;08:15;10:00;;R001/Y202a;442;;T114213;37;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;0;;T114213;;;;;1;T114213=Hakula, Harri;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);L01;Tue;08:15;10:00;;R001/Y205;442;;T114213;38;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;0;;T114213;;;;;1;T114213=Hakula, Harri;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H01;Mon;08:15;10:00;;R001/U344;0;;;36;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H01;Fri;08:15;10:00;;R001/M240;0;;;36-41;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H01;Mon;08:15;10:00;;R001/U405a;0;;;37-41;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H02;Mon;16:15;18:00;;R001/Y344;0;;;36;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H02;Thu;14:15;16:00;;R001/Y229a;0;;;36-41;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H02;Mon;16:15;18:00;;R001/Y228b;0;;;37-41;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H03;Mon;16:15;18:00;;R001/U351;0;;;36;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H03;Thu;16:15;18:00;;R001/Y307a;0;;;36-41;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H03;Mon;16:15;18:00;;R001/Y307a;0;;;37-41;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H04;Mon;08:15;10:00;;R001/Y342a;0;;;36;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H04;Thu;12:15;14:00;;R001/Y228b;0;;;36-41;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H04;Mon;08:15;10:00;;R001/Y228b;0;;;37-41;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H05;Mon;10:15;12:00;;R001/U257;0;;;36;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H05;Fri;08:15;10:00;;R001/Y228a;0;;;36-41;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H05;Mon;10:15;12:00;;R001/Y228a;0;;;37-41;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H06;Mon;14:15;16:00;;R001/Y342a;0;;;36;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H06;Fri;10:15;12:00;;R001/Y229a;0;;;36-41;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H06;Mon;14:15;16:00;;R001/Y229a;0;;;37-41;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H07;Tue;12:15;14:00;;R001/U344;0;;;36;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H07;Thu;16:15;18:00;;R001/Y229a;0;;;36-41;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H07;Tue;12:15;14:00;;R001/Y229a;0;;;37-41;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
3;MS-A0004 Matriisilaskenta (CHEM,ELEC2, ENG2);H08;Tue;14:15;16:00;;R001/U344;0;;;36;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ELEC1-ESF-y1~ELEC1~1~5~Elektroniikka ja sähköfysiikka|ELEC1-SET-y1~ELEC1~1~6~Sähköenergiatekniikka|ENG1-KEY-1~ENG1~1~5~Kestävät yhdyskunnat|ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192120-3109533;;;;;;
