Opetusjakson koodi;Kurssin koodi ja nimi;Opetusryhmä;Viikonpäivä;Alkukellonaika;Loppukellonaika;ei käytössä;Salin koodi;Arvioitu osallistujamäärä;Salikoko;Opettajan T-numero;Lista viikoista joina opetusta järjestetään;Lista kurssin opinto-ohjelmista;Lisätietoja;Orderi;Vastuuyksikön koodi;Ilm.alkamispäivä;Ilm.loppumispäivä;Max.ilmoittautumismäärä;Lukujärjestysvastaavan T-numero;Vastuuopettajien T-numerot pilkkueroteltuna;Luennoitsijoiden T-numerot (Oodi=4) pilkkueroteltuna;Harjoitusten pitäjien T-numerot pilkkueroteltuna;Virkailijoiden T-numerot pilkkueroteltuna;Suoritusmerkinnän antajien T-numerot pilkkueroteltuna;Opetusmuoto;Henkilöiden nimet;Opetuskieli;CUR id;Arviointikohteen tyyppi;Toteutuksen tyyppi;Toteutuksen nimen lisätieto (FI);Toteutuksen nimen lisätieto (EN);Toteutuksen nimen lisätieto (SV);
10;MS-A0504 Todennäköisyyslaskennan ja tilastotieteen peruskurssi;H05;Tue;12:15;14:00;;R001/Y229c;0;;;09-14;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192553-3109966;;;;;;
10;MS-A0504 Todennäköisyyslaskennan ja tilastotieteen peruskurssi;H05;Fri;08:15;10:00;;R001/Y229a;0;;;09-14;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192553-3109966;;;;;;
10;MS-A0504 Todennäköisyyslaskennan ja tilastotieteen peruskurssi;H06;Mon;14:15;16:00;;R001/U141;0;;;09-14;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192553-3109966;;;;;;
10;MS-A0504 Todennäköisyyslaskennan ja tilastotieteen peruskurssi;H06;Thu;16:15;18:00;;R001/U147;0;;;09-14;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192553-3109966;;;;;;
10;MS-A0504 Todennäköisyyslaskennan ja tilastotieteen peruskurssi;H07;Mon;14:15;16:00;;R001/U149;0;;;09-14;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192553-3109966;;;;;;
10;MS-A0504 Todennäköisyyslaskennan ja tilastotieteen peruskurssi;H07;Thu;08:15;10:00;;R001/U147;0;;;09-14;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192553-3109966;;;;;;
10;MS-A0504 Todennäköisyyslaskennan ja tilastotieteen peruskurssi;H08;Mon;14:15;16:00;;R001/U119;0;;;09-14;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192553-3109966;;;;;;
10;MS-A0504 Todennäköisyyslaskennan ja tilastotieteen peruskurssi;H08;Fri;12:15;14:00;;R001/U147;0;;;09-14;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192553-3109966;;;;;;
10;MS-A0504 Todennäköisyyslaskennan ja tilastotieteen peruskurssi;H09;Tue;16:15;18:00;;R001/U358;0;;;09-14;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192553-3109966;;;;;;
10;MS-A0504 Todennäköisyyslaskennan ja tilastotieteen peruskurssi;H09;Fri;14:15;16:00;;R001/Y307a;0;;;09-14;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192553-3109966;;;;;;
10;MS-A0504 Todennäköisyyslaskennan ja tilastotieteen peruskurssi;H10;Mon;12:15;14:00;;R001/U405a;0;;;09-14;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192553-3109966;;;;;;
10;MS-A0504 Todennäköisyyslaskennan ja tilastotieteen peruskurssi;H10;Thu;14:15;16:00;;R001/Y313;0;;;09-14;CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka ;;;T30200;;;36;;;;;;;7;;suomi;aalto-CUR-192553-3109966;;;;;;
10;MS-A0504 Todennäköisyyslaskennan ja tilastotieteen peruskurssi;H11;Wed;08:15;10:00;;R001/Y228b;0;;;09-14;ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit;;;T30200;;;36;;;;;;;7;;suomi;;;;;;;
10;MS-A0504 Todennäköisyyslaskennan ja tilastotieteen peruskurssi;H11;Fri;12:15;14:00;;R001/U119;0;;;09-14;ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |CHEMkandi 2vsk 3049~CHEM1~2~2~Kemia ja materiaalitiede|CHEMkandi 2vsk 3048~CHEM1~2~1~Biotuotteet|ENG1-KIG-mix-1~ENG1~1~9~Kiinteistötalous ja geoinformatiikka |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-KIG-GIS-1~ENG1~1~10~Geoinformatiikka |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |CHEMkandi 2vsk 3050~CHEM1~2~3~Kemian tekniikka ja prosessit;;;T30200;;;36;;;;;;;7;;suomi;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;MS-A0504 Todennäköisyyslaskennan ja tilastotieteen peruskurssi;ET05;Fri;09:00;12:00;;R001/Y122,R001/Y202a;13;;;23;;;;T30200;;;0;;T1225727;;;;;5;T1225727=Pere, Pekka;suomi;aalto-CUR-192552-3109965;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;MS-A0504 Todennäköisyyslaskennan ja tilastotieteen peruskurssi;T01;Fri;09:00;12:00;;R001/Y122,R001/Y202a;72;;;23;;;;T30200;;;0;;T1225727;;;;;5;T1225727=Pere, Pekka;suomi;aalto-CUR-192555-3109968;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;MS-A0509 Grundkurs i sannolikhetskalkyl och statistik;L01;Tue;16:15;18:00;;R001/M232;67;;T772817;02;ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ELEC1-AR-y1~ELEC1~1~1~Automaatio ja robotiikka|TIK2ruots~SCI1~2~4~Datateknik|TF-2~SCI1~2~3~Teknillinen fysiikka|TF-1~SCI1~1~3~Teknillinen fysiikka|SCI3163_TEPSY_SV_y1~SCI1~1~6~|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi |MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|ELEC1-EST-y2~ELEC1~2~3~Elektroniikka ja sähkötekniikka|ELEC1-ESF-y2~ELEC1~2~5~Elektroniikka ja sähköfysiikka|INF1_SV~SCI1~1~1~|ENG1-RAK-GEO-3~ENG1~3~3~Geotekniikka|ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ELEC1-SET-y2~ELEC1~2~6~Sähköenergiatekniikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ENG1-RAK-CIV-3~ENG1~3~4~Rakennustekniikka;;;T30200;;;0;;T772817;;;;;1;T772817=Freij, Ragnar;ruotsi;aalto-CUR-192563-3109976;;;;;;
8;MS-A0509 Grundkurs i sannolikhetskalkyl och statistik;L01;Fri;10:15;12:00;;R001/U149;67;;T772817;02-07;ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ELEC1-AR-y1~ELEC1~1~1~Automaatio ja robotiikka|TIK2ruots~SCI1~2~4~Datateknik|TF-2~SCI1~2~3~Teknillinen fysiikka|TF-1~SCI1~1~3~Teknillinen fysiikka|SCI3163_TEPSY_SV_y1~SCI1~1~6~|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi |MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|ELEC1-EST-y2~ELEC1~2~3~Elektroniikka ja sähkötekniikka|ELEC1-ESF-y2~ELEC1~2~5~Elektroniikka ja sähköfysiikka|INF1_SV~SCI1~1~1~|ENG1-RAK-GEO-3~ENG1~3~3~Geotekniikka|ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ELEC1-SET-y2~ELEC1~2~6~Sähköenergiatekniikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ENG1-RAK-CIV-3~ENG1~3~4~Rakennustekniikka;;;T30200;;;0;;T772817;;;;;1;T772817=Freij, Ragnar;ruotsi;aalto-CUR-192563-3109976;;;;;;
8;MS-A0509 Grundkurs i sannolikhetskalkyl och statistik;L01;Mon;10:15;12:00;;R001/M232;67;;T772817;03-07;ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ELEC1-AR-y1~ELEC1~1~1~Automaatio ja robotiikka|TIK2ruots~SCI1~2~4~Datateknik|TF-2~SCI1~2~3~Teknillinen fysiikka|TF-1~SCI1~1~3~Teknillinen fysiikka|SCI3163_TEPSY_SV_y1~SCI1~1~6~|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi |MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|ELEC1-EST-y2~ELEC1~2~3~Elektroniikka ja sähkötekniikka|ELEC1-ESF-y2~ELEC1~2~5~Elektroniikka ja sähköfysiikka|INF1_SV~SCI1~1~1~|ENG1-RAK-GEO-3~ENG1~3~3~Geotekniikka|ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ELEC1-SET-y2~ELEC1~2~6~Sähköenergiatekniikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ENG1-RAK-CIV-3~ENG1~3~4~Rakennustekniikka;;;T30200;;;0;;T772817;;;;;1;T772817=Freij, Ragnar;ruotsi;aalto-CUR-192563-3109976;;;;;;
8;MS-A0509 Grundkurs i sannolikhetskalkyl och statistik;H01;Wed;08:15;10:00;;R001/M232;0;;;02-07;ENG1-RAK-CIV-3~ENG1~3~4~Rakennustekniikka|TF-1~SCI1~1~3~Teknillinen fysiikka|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|ELEC1-AR-y1~ELEC1~1~1~Automaatio ja robotiikka|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ELEC1-ESF-y2~ELEC1~2~5~Elektroniikka ja sähköfysiikka|ELEC1-EST-y2~ELEC1~2~3~Elektroniikka ja sähkötekniikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y2~ELEC1~2~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-RAK-GEO-3~ENG1~3~3~Geotekniikka|INF1_SV~SCI1~1~1~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi |SCI3163_TEPSY_SV_y1~SCI1~1~6~|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;ruotsi;aalto-CUR-192563-3109976;;;;;;
8;MS-A0509 Grundkurs i sannolikhetskalkyl och statistik;H01;Fri;14:15;16:00;;R001/U356;0;;;02-07;ENG1-RAK-CIV-3~ENG1~3~4~Rakennustekniikka|TF-1~SCI1~1~3~Teknillinen fysiikka|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|ELEC1-AR-y1~ELEC1~1~1~Automaatio ja robotiikka|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ELEC1-ESF-y2~ELEC1~2~5~Elektroniikka ja sähköfysiikka|ELEC1-EST-y2~ELEC1~2~3~Elektroniikka ja sähkötekniikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y2~ELEC1~2~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-RAK-GEO-3~ENG1~3~3~Geotekniikka|INF1_SV~SCI1~1~1~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi |SCI3163_TEPSY_SV_y1~SCI1~1~6~|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;ruotsi;aalto-CUR-192563-3109976;;;;;;
8;MS-A0509 Grundkurs i sannolikhetskalkyl och statistik;H02;Wed;16:15;18:00;;R001/M232;0;;;02-07;ENG1-RAK-CIV-3~ENG1~3~4~Rakennustekniikka|TF-1~SCI1~1~3~Teknillinen fysiikka|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|ELEC1-AR-y1~ELEC1~1~1~Automaatio ja robotiikka|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ELEC1-ESF-y2~ELEC1~2~5~Elektroniikka ja sähköfysiikka|ELEC1-EST-y2~ELEC1~2~3~Elektroniikka ja sähkötekniikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y2~ELEC1~2~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-RAK-GEO-3~ENG1~3~3~Geotekniikka|INF1_SV~SCI1~1~1~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi |SCI3163_TEPSY_SV_y1~SCI1~1~6~|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;ruotsi;aalto-CUR-192563-3109976;;;;;;
8;MS-A0509 Grundkurs i sannolikhetskalkyl och statistik;H02;Fri;12:15;14:00;;R002/253;0;;;02-07;ENG1-RAK-CIV-3~ENG1~3~4~Rakennustekniikka|TF-1~SCI1~1~3~Teknillinen fysiikka|MS-1~SCI1~1~2~Matematiikka ja systeemitieteet|ELEC1-AR-y1~ELEC1~1~1~Automaatio ja robotiikka|ELEC1-BIO-y2~ELEC1~2~2~Bioinformaatioteknologia|ELEC1-ESF-y2~ELEC1~2~5~Elektroniikka ja sähköfysiikka|ELEC1-EST-y2~ELEC1~2~3~Elektroniikka ja sähkötekniikka|ELEC1-IT-y1~ELEC1~1~4~Informaatioteknologia|ELEC1-SET-y2~ELEC1~2~6~Sähköenergiatekniikka|ENG1-EKO-AAE-1~ENG1~1~2~EKO-AAE |ENG1-EKO-MEC-1~ENG1~1~1~EKO-MEC |ENG1-KIG-KITA-1~ENG1~1~8~Kiinteistötalous |ENG1-RAK-GEO-3~ENG1~3~3~Geotekniikka|INF1_SV~SCI1~1~1~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|SCI3025-1-Svenska~SCI1~1~5~Produktionsekonomi |SCI3163_TEPSY_SV_y1~SCI1~1~6~|TF-2~SCI1~2~3~Teknillinen fysiikka|TIK2ruots~SCI1~2~4~Datateknik;;;T30200;;;36;;;;;;;7;;ruotsi;aalto-CUR-192563-3109976;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;MS-A0509 Grundkurs i sannolikhetskalkyl och statistik;ET02;Fri;09:00;12:00;;R001/Y122,R001/Y202a;1;;;23;;;;T30200;;;0;;T772817;;;;;5;T772817=Freij, Ragnar;ruotsi;aalto-CUR-192562-3109975;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;MS-A0509 Grundkurs i sannolikhetskalkyl och statistik;T01;Fri;09:00;12:00;;R001/Y122,R001/Y202a;4;;;23;;;;T30200;;;0;;T772817;;;;;5;T772817=Freij, Ragnar;ruotsi;aalto-CUR-192565-3109978;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;MS-C1001 Shapes in Action;L01;Fri;13:15;16:00;;R001/M232;48;;T104799;36;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet;;;T30200;;;0;T697633;T104799;;;;;1;T104799=Peltonen, Kirsi|T697633=Salmisuo, Sari;englanti;aalto-CUR-194457-3111692;;;;;;
3;MS-C1001 Shapes in Action;L01;Tue;15:15;18:00;;R037/1199,R037/1200;48;;T104799;37;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet;;;T30200;;;0;T697633;T104799;;;;;1;T104799=Peltonen, Kirsi|T697633=Salmisuo, Sari;englanti;aalto-CUR-194457-3111692;;;;;;
3;MS-C1001 Shapes in Action;L01;Fri;13:15;16:00;;R001/U356;48;;T104799;37;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet;;;T30200;;;0;T697633;T104799;;;;;1;T104799=Peltonen, Kirsi|T697633=Salmisuo, Sari;englanti;aalto-CUR-194457-3111692;;;;;;
3;MS-C1001 Shapes in Action;L01;Tue;15:15;18:00;;R001/U119;48;;T104799;38-39;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet;;;T30200;;;0;T697633;T104799;;;;;1;T104799=Peltonen, Kirsi|T697633=Salmisuo, Sari;englanti;aalto-CUR-194457-3111692;;;;;;
3;MS-C1001 Shapes in Action;L01;Fri;13:15;16:00;;R028/M202;48;;T104799;38;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet;;;T30200;;;0;T697633;T104799;;;;;1;T104799=Peltonen, Kirsi|T697633=Salmisuo, Sari;englanti;aalto-CUR-194457-3111692;;;;;;
3;MS-C1001 Shapes in Action;L01;Fri;13:15;16:00;;R001/U119;48;;T104799;39-41;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet;;;T30200;;;0;T697633;T104799;;;;;1;T104799=Peltonen, Kirsi|T697633=Salmisuo, Sari;englanti;aalto-CUR-194457-3111692;;;;;;
3;MS-C1001 Shapes in Action;L01;Tue;15:15;18:00;;R045/1501;48;;T104799;40;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet;;;T30200;;;0;T697633;T104799;;;;;1;T104799=Peltonen, Kirsi|T697633=Salmisuo, Sari;englanti;aalto-CUR-194457-3111692;;;;;;
3;MS-C1001 Shapes in Action;L01;Tue;15:15;18:00;;R028/M202;48;;T104799;41;MS-2~SCI1~2~2~Matematiikka ja systeemitieteet|MS-3~SCI1~3~2~Matematiikka ja systeemitieteet;;;T30200;;;0;T697633;T104799;;;;;1;T104799=Peltonen, Kirsi|T697633=Salmisuo, Sari;englanti;aalto-CUR-194457-3111692;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;MS-C1081 Abstract Algebra;L01;Tue;10:15;12:00;;R001/U154;133;;T834519;02-07;CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|CCIS-CS_SecureSys_1y~~~~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet;;;T30200;;;0;;T834519;;;;;1;T834519=Kubjas, Kaie;englanti;aalto-CUR-192573-3109986;;;;;;
8;MS-C1081 Abstract Algebra;L01;Thu;10:15;12:00;;R001/U154;133;;T834519;02-07;CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|CCIS-CS_SecureSys_1y~~~~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet;;;T30200;;;0;;T834519;;;;;1;T834519=Kubjas, Kaie;englanti;aalto-CUR-192573-3109986;;;;;;
8;MS-C1081 Abstract Algebra;H01;Thu;16:15;18:00;;R001/Y228b;0;;;02-07;CCIS-CS_Algorithms_1y~SCI26~1~1~Algorithms, Logic, and Computation|CCIS-CS_SecureSys_1y~~~~|MS-2~SCI1~2~2~Matematiikka ja systeemitieteet;;;T30200;;;36;;;;;;;7;;englanti;aalto-CUR-192573-3109986;;;;;;
